number,DateTime,Date,Site6,Site5,Site3,Site2
19276,3/1/2020 7:45,3/1/2020,-2.16,-8.23,-0.20,-1.99
19277,3/1/2020 8:00,3/1/2020,-2.16,-8.23,-0.20,-1.99
19278,3/1/2020 8:15,3/1/2020,-2.16,-8.23,-0.20,-1.99
19279,3/1/2020 8:30,3/1/2020,-2.16,-8.23,-0.20,-1.99
19280,3/1/2020 8:45,3/1/2020,-2.16,-8.23,-0.20,-1.99
19281,3/1/2020 9:00,3/1/2020,-2.16,-8.23,-0.20,-1.99
19282,3/1/2020 9:15,3/1/2020,-2.16,-8.23,-0.20,-1.99
19283,3/1/2020 9:30,3/1/2020,-2.16,-8.23,-0.20,-1.99
19284,3/1/2020 9:45,3/1/2020,-2.16,-8.23,-0.20,-1.99
19285,3/1/2020 10:00,3/1/2020,-2.16,-8.23,-0.20,-1.99
19286,3/1/2020 10:15,3/1/2020,-2.16,-8.23,-0.20,-1.99
19287,3/1/2020 10:30,3/1/2020,-2.16,-8.23,-0.20,-1.99
19288,3/1/2020 10:45,3/1/2020,-2.16,-8.23,-0.20,-1.99
19289,3/1/2020 11:00,3/1/2020,-2.16,-8.23,-0.20,-1.99
19290,3/1/2020 11:15,3/1/2020,-2.16,-8.23,-0.20,-1.99
19291,3/1/2020 11:30,3/1/2020,-2.16,-8.23,-0.20,-1.99
19292,3/1/2020 11:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19293,3/1/2020 12:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19294,3/1/2020 12:15,3/1/2020,-2.16,-8.23,-0.20,-1.99
19295,3/1/2020 12:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19296,3/1/2020 12:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19297,3/1/2020 13:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19298,3/1/2020 13:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19299,3/1/2020 13:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19300,3/1/2020 13:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19301,3/1/2020 14:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19302,3/1/2020 14:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19303,3/1/2020 14:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19304,3/1/2020 14:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19305,3/1/2020 15:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19306,3/1/2020 15:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19307,3/1/2020 15:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19308,3/1/2020 15:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19309,3/1/2020 16:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19310,3/1/2020 16:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19311,3/1/2020 16:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19312,3/1/2020 16:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19313,3/1/2020 17:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19314,3/1/2020 17:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19315,3/1/2020 17:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19316,3/1/2020 17:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19317,3/1/2020 18:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19318,3/1/2020 18:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19319,3/1/2020 18:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19320,3/1/2020 18:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19321,3/1/2020 19:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19322,3/1/2020 19:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19323,3/1/2020 19:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19324,3/1/2020 19:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19325,3/1/2020 20:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19326,3/1/2020 20:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19327,3/1/2020 20:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19328,3/1/2020 20:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19329,3/1/2020 21:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19330,3/1/2020 21:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19331,3/1/2020 21:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19332,3/1/2020 21:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19333,3/1/2020 22:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19334,3/1/2020 22:15,3/1/2020,-2.16,-8.23,-0.20,-2.02
19335,3/1/2020 22:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19336,3/1/2020 22:45,3/1/2020,-2.16,-8.23,-0.20,-2.02
19337,3/1/2020 23:00,3/1/2020,-2.16,-8.23,-0.20,-2.02
19338,3/1/2020 23:15,3/1/2020,-2.13,-8.23,-0.20,-2.02
19339,3/1/2020 23:30,3/1/2020,-2.16,-8.23,-0.20,-2.02
19340,3/1/2020 23:45,3/1/2020,-2.13,-8.23,-0.20,-2.02
19341,3/2/2020 0:00,3/2/2020,-2.16,-8.23,-0.20,-2.02
19342,3/2/2020 0:15,3/2/2020,-2.16,-8.20,-0.20,-2.02
19343,3/2/2020 0:30,3/2/2020,-2.16,-8.20,-0.20,-2.02
19344,3/2/2020 0:45,3/2/2020,-2.16,-8.20,-0.20,-2.02
19345,3/2/2020 1:00,3/2/2020,-2.16,-8.20,-0.20,-2.02
19346,3/2/2020 1:15,3/2/2020,-2.16,-8.20,-0.20,-2.02
19347,3/2/2020 1:30,3/2/2020,-2.16,-8.20,-0.20,-2.02
19348,3/2/2020 1:45,3/2/2020,-2.16,-8.20,-0.20,-2.02
19349,3/2/2020 2:00,3/2/2020,-2.16,-8.20,-0.20,-2.02
19350,3/2/2020 2:15,3/2/2020,-2.16,-8.20,-0.20,-2.02
19351,3/2/2020 2:30,3/2/2020,-2.16,-8.20,-0.20,-2.02
19352,3/2/2020 2:45,3/2/2020,-2.16,-8.20,-0.20,-2.02
19353,3/2/2020 3:00,3/2/2020,-2.16,-8.20,-0.20,-2.02
19354,3/2/2020 3:15,3/2/2020,-2.16,-8.20,-0.20,-1.99
19355,3/2/2020 3:30,3/2/2020,-2.16,-8.20,-0.20,-1.99
19356,3/2/2020 3:45,3/2/2020,-2.16,-8.20,-0.20,-2.02
19357,3/2/2020 4:00,3/2/2020,-2.16,-8.20,-0.20,-2.02
19358,3/2/2020 4:15,3/2/2020,-2.16,-8.20,-0.20,-2.02
19359,3/2/2020 4:30,3/2/2020,-2.16,-8.20,-0.20,-1.99
19360,3/2/2020 4:45,3/2/2020,-2.16,-8.20,-0.20,-2.02
19361,3/2/2020 5:00,3/2/2020,-2.16,-8.20,-0.20,-2.02
19362,3/2/2020 5:15,3/2/2020,-2.16,-8.20,-0.20,-2.02
19363,3/2/2020 5:30,3/2/2020,-2.16,-8.20,-0.20,-2.02
19364,3/2/2020 5:45,3/2/2020,-2.16,-8.20,-0.20,-1.99
19365,3/2/2020 6:00,3/2/2020,-2.16,-8.20,-0.20,-2.02
19366,3/2/2020 6:15,3/2/2020,-2.16,-8.20,-0.20,-2.02
19367,3/2/2020 6:30,3/2/2020,-2.16,-8.20,-0.20,-1.99
19368,3/2/2020 6:45,3/2/2020,-2.16,-8.20,-0.20,-2.02
19369,3/2/2020 7:00,3/2/2020,-2.16,-8.20,-0.20,-2.02
19370,3/2/2020 7:15,3/2/2020,-2.16,-8.20,-0.20,-1.99
19371,3/2/2020 7:30,3/2/2020,-2.16,-8.17,-0.20,-1.99
19372,3/2/2020 7:45,3/2/2020,-2.16,-8.17,-0.20,-1.99
19373,3/2/2020 8:00,3/2/2020,-2.16,-8.17,-0.20,-1.99
19374,3/2/2020 8:15,3/2/2020,-2.16,-8.17,-0.17,-1.99
19375,3/2/2020 8:30,3/2/2020,-2.16,-8.17,-0.17,-1.99
19376,3/2/2020 8:45,3/2/2020,-2.16,-8.17,-0.17,-1.99
19377,3/2/2020 9:00,3/2/2020,-2.16,-8.17,-0.17,-1.99
19378,3/2/2020 9:15,3/2/2020,-2.16,-8.17,-0.17,-1.99
19379,3/2/2020 9:30,3/2/2020,-2.16,-8.17,-0.20,-1.99
19380,3/2/2020 9:45,3/2/2020,-2.16,-8.17,-0.20,-1.99
19381,3/2/2020 10:00,3/2/2020,-2.16,-8.17,-0.20,-1.99
19382,3/2/2020 10:15,3/2/2020,-2.16,-8.17,-0.20,-1.99
19383,3/2/2020 10:30,3/2/2020,-2.16,-8.17,-0.20,-1.99
19384,3/2/2020 10:45,3/2/2020,-2.16,-8.20,-0.17,-1.99
19385,3/2/2020 11:00,3/2/2020,-2.16,-8.20,-0.20,-1.99
19386,3/2/2020 11:15,3/2/2020,-2.16,-8.20,-0.20,-1.99
19387,3/2/2020 11:30,3/2/2020,-2.16,-8.20,-0.20,-1.99
19388,3/2/2020 11:45,3/2/2020,-2.16,-8.20,-0.20,-1.99
19389,3/2/2020 12:00,3/2/2020,-2.16,-8.17,-0.20,-1.99
19390,3/2/2020 12:15,3/2/2020,-2.16,-8.17,-0.17,-1.99
19391,3/2/2020 12:30,3/2/2020,-2.16,-8.17,-0.17,-1.99
19392,3/2/2020 12:45,3/2/2020,-2.16,-8.17,-0.17,-1.99
19393,3/2/2020 13:00,3/2/2020,-2.16,-8.17,-0.17,-1.99
19394,3/2/2020 13:15,3/2/2020,-2.16,-8.17,-0.17,-1.99
19395,3/2/2020 13:30,3/2/2020,-2.16,-8.17,-0.17,-1.99
19396,3/2/2020 13:45,3/2/2020,-2.16,-8.17,-0.17,-1.99
19397,3/2/2020 14:00,3/2/2020,-2.16,-8.17,-0.20,-1.99
19398,3/2/2020 14:15,3/2/2020,-2.16,-8.17,-0.17,-2.02
19399,3/2/2020 14:30,3/2/2020,-2.16,-8.17,-0.20,-1.99
19400,3/2/2020 14:45,3/2/2020,-2.16,-8.17,-0.17,-2.02
19401,3/2/2020 15:00,3/2/2020,-2.16,-8.17,-0.17,-1.99
19402,3/2/2020 15:15,3/2/2020,-2.16,-8.17,-0.17,-1.99
19403,3/2/2020 15:30,3/2/2020,-2.16,-8.13,-0.17,-2.02
19404,3/2/2020 15:45,3/2/2020,-2.16,-8.13,-0.17,-2.02
19405,3/2/2020 16:00,3/2/2020,-2.16,-8.13,-0.17,-2.02
19406,3/2/2020 16:15,3/2/2020,-2.16,-8.13,-0.17,-2.02
19407,3/2/2020 16:30,3/2/2020,-2.16,-8.13,-0.17,-2.02
19408,3/2/2020 16:45,3/2/2020,-2.16,-8.13,-0.17,-2.02
19409,3/2/2020 17:00,3/2/2020,-2.16,-8.13,-0.17,-2.02
19410,3/2/2020 17:15,3/2/2020,-2.16,-8.13,-0.17,-2.02
19411,3/2/2020 17:30,3/2/2020,-2.16,-8.13,-0.17,-2.02
19412,3/2/2020 17:45,3/2/2020,-2.16,-8.13,-0.17,-2.02
19413,3/2/2020 18:00,3/2/2020,-2.16,-8.17,-0.17,-2.02
19414,3/2/2020 18:15,3/2/2020,-2.16,-8.17,-0.17,-2.02
19415,3/2/2020 18:30,3/2/2020,-2.16,-8.13,-0.17,-2.02
19416,3/2/2020 18:45,3/2/2020,-2.16,-8.13,-0.17,-2.02
19417,3/2/2020 19:00,3/2/2020,-2.16,-8.13,-0.17,-2.02
19418,3/2/2020 19:15,3/2/2020,-2.16,-8.13,-0.17,-2.02
19419,3/2/2020 19:30,3/2/2020,-2.16,-8.13,-0.20,-2.02
19420,3/2/2020 19:45,3/2/2020,-2.16,-8.13,-0.20,-2.02
19421,3/2/2020 20:00,3/2/2020,-2.16,-8.13,-0.20,-2.02
19422,3/2/2020 20:15,3/2/2020,-2.16,-8.13,-0.20,-2.02
19423,3/2/2020 20:30,3/2/2020,-2.16,-8.13,-0.20,-2.02
19424,3/2/2020 20:45,3/2/2020,-2.16,-8.13,-0.20,-2.02
19425,3/2/2020 21:00,3/2/2020,-2.16,-8.13,-0.17,-2.02
19426,3/2/2020 21:15,3/2/2020,-2.16,-8.13,-0.20,-2.02
19427,3/2/2020 21:30,3/2/2020,-2.16,-8.13,-0.20,-2.02
19428,3/2/2020 21:45,3/2/2020,-2.16,-8.13,-0.20,-2.02
19429,3/2/2020 22:00,3/2/2020,-2.16,-8.13,-0.20,-2.02
19430,3/2/2020 22:15,3/2/2020,-2.16,-8.13,-0.20,-2.02
19431,3/2/2020 22:30,3/2/2020,-2.16,-8.13,-0.20,-2.02
19432,3/2/2020 22:45,3/2/2020,-2.16,-8.13,-0.20,-2.02
19433,3/2/2020 23:00,3/2/2020,-2.16,-8.13,-0.20,-2.02
19434,3/2/2020 23:15,3/2/2020,-2.16,-8.13,-0.20,-2.02
19435,3/2/2020 23:30,3/2/2020,-2.16,-8.13,-0.20,-2.02
19436,3/2/2020 23:45,3/2/2020,-2.16,-8.13,-0.20,-2.02
19437,3/3/2020 0:00,3/3/2020,-2.16,-8.13,-0.20,-2.02
19438,3/3/2020 0:15,3/3/2020,-2.16,-8.13,-0.20,-2.02
19439,3/3/2020 0:30,3/3/2020,-2.16,-8.13,-0.20,-2.02
19440,3/3/2020 0:45,3/3/2020,-2.13,-8.13,-0.20,-2.02
19441,3/3/2020 1:00,3/3/2020,-2.16,-8.13,-0.20,-2.02
19442,3/3/2020 1:15,3/3/2020,-2.16,-8.13,-0.20,-2.02
19443,3/3/2020 1:30,3/3/2020,-2.16,-8.13,-0.20,-2.02
19444,3/3/2020 1:45,3/3/2020,-2.16,-8.13,-0.20,-2.02
19445,3/3/2020 2:00,3/3/2020,-2.16,-8.13,-0.20,-2.02
19446,3/3/2020 2:15,3/3/2020,-2.16,-8.13,-0.20,-2.02
19447,3/3/2020 2:30,3/3/2020,-2.16,-8.13,-0.20,-2.02
19448,3/3/2020 2:45,3/3/2020,-2.13,-8.13,-0.20,-2.02
19449,3/3/2020 3:00,3/3/2020,-2.13,-8.13,-0.20,-2.02
19450,3/3/2020 3:15,3/3/2020,-2.13,-8.13,-0.20,-2.02
19451,3/3/2020 3:30,3/3/2020,-2.13,-8.13,-0.20,-2.02
19452,3/3/2020 3:45,3/3/2020,-2.13,-8.13,-0.20,-2.02
19453,3/3/2020 4:00,3/3/2020,-2.13,-8.13,-0.20,-2.02
19454,3/3/2020 4:15,3/3/2020,-2.13,-8.13,-0.20,-2.02
19455,3/3/2020 4:30,3/3/2020,-2.13,-8.13,-0.20,-2.02
19456,3/3/2020 4:45,3/3/2020,-2.13,-8.13,-0.20,-2.02
19457,3/3/2020 5:00,3/3/2020,-2.13,-8.13,-0.20,-2.02
19458,3/3/2020 5:15,3/3/2020,-2.13,-8.13,-0.20,-2.02
19459,3/3/2020 5:30,3/3/2020,-2.13,-8.13,-0.20,-2.02
19460,3/3/2020 5:45,3/3/2020,-2.13,-8.13,-0.20,-2.02
19461,3/3/2020 6:00,3/3/2020,-2.13,-8.13,-0.20,-2.02
19462,3/3/2020 6:15,3/3/2020,-2.13,-8.13,-0.20,-2.02
19463,3/3/2020 6:30,3/3/2020,-2.13,-8.13,-0.20,-2.02
19464,3/3/2020 6:45,3/3/2020,-2.13,-8.13,-0.20,-2.02
19465,3/3/2020 7:00,3/3/2020,-2.13,-8.13,-0.20,-2.02
19466,3/3/2020 7:15,3/3/2020,-2.13,-8.13,-0.20,-2.02
19467,3/3/2020 7:30,3/3/2020,-2.13,-8.13,-0.20,-2.02
19468,3/3/2020 7:45,3/3/2020,-2.13,-8.13,-0.20,-2.02
19469,3/3/2020 8:00,3/3/2020,-2.13,-8.13,-0.20,-2.02
19470,3/3/2020 8:15,3/3/2020,-2.13,-8.13,-0.20,-2.02
19471,3/3/2020 8:30,3/3/2020,-2.13,-8.13,-0.20,-2.02
19472,3/3/2020 8:45,3/3/2020,-2.13,-8.13,-0.20,-2.02
19473,3/3/2020 9:00,3/3/2020,-2.13,-8.13,-0.20,-2.04
19474,3/3/2020 9:15,3/3/2020,-2.13,-8.13,-0.20,-2.04
19475,3/3/2020 9:30,3/3/2020,-2.13,-8.13,-0.20,-2.02
19476,3/3/2020 9:45,3/3/2020,-2.13,-8.13,-0.20,-2.04
19477,3/3/2020 10:00,3/3/2020,-2.13,-8.13,-0.20,-2.04
19478,3/3/2020 10:15,3/3/2020,-2.13,-8.13,-0.20,-2.04
19479,3/3/2020 10:30,3/3/2020,-2.13,-8.13,-0.20,-2.04
19480,3/3/2020 10:45,3/3/2020,-2.16,-8.13,-0.20,-2.04
19481,3/3/2020 11:00,3/3/2020,-2.13,-8.13,-0.20,-2.04
19482,3/3/2020 11:15,3/3/2020,-2.13,-8.13,-0.20,-2.04
19483,3/3/2020 11:30,3/3/2020,-2.13,-8.13,-0.20,-2.04
19484,3/3/2020 11:45,3/3/2020,-2.16,-8.13,-0.20,-2.04
19485,3/3/2020 12:00,3/3/2020,-2.13,-8.13,-0.20,-2.04
19486,3/3/2020 12:15,3/3/2020,-2.16,-8.13,-0.20,-2.04
19487,3/3/2020 12:30,3/3/2020,-2.13,-8.13,-0.20,-2.04
19488,3/3/2020 12:45,3/3/2020,-2.13,-8.13,-0.20,-2.04
19489,3/3/2020 13:00,3/3/2020,-2.13,-8.13,-0.20,-2.04
19490,3/3/2020 13:15,3/3/2020,-2.13,-8.13,-0.20,-2.04
19491,3/3/2020 13:30,3/3/2020,-2.13,-8.13,-0.20,-2.04
19492,3/3/2020 13:45,3/3/2020,-2.13,-8.13,-0.20,-2.07
19493,3/3/2020 14:00,3/3/2020,-2.13,-8.13,-0.20,-2.07
19494,3/3/2020 14:15,3/3/2020,-2.13,-8.17,-0.20,-2.07
19495,3/3/2020 14:30,3/3/2020,-2.13,-8.17,-0.20,-2.07
19496,3/3/2020 14:45,3/3/2020,-2.13,-8.17,-0.20,-2.07
19497,3/3/2020 15:00,3/3/2020,-2.13,-8.17,-0.20,-2.07
19498,3/3/2020 15:15,3/3/2020,-2.13,-8.17,-0.20,-2.07
19499,3/3/2020 15:30,3/3/2020,-2.13,-8.17,-0.20,-2.07
19500,3/3/2020 15:45,3/3/2020,-2.13,-8.17,-0.20,-2.07
19501,3/3/2020 16:00,3/3/2020,-2.13,-8.17,-0.20,-2.07
19502,3/3/2020 16:15,3/3/2020,-2.10,-8.17,-0.20,-2.07
19503,3/3/2020 16:30,3/3/2020,-2.10,-8.17,-0.20,-2.10
19504,3/3/2020 16:45,3/3/2020,-2.10,-8.17,-0.20,-2.10
19505,3/3/2020 17:00,3/3/2020,-2.10,-8.17,-0.20,-2.10
19506,3/3/2020 17:15,3/3/2020,-2.10,-8.17,-0.20,-2.10
19507,3/3/2020 17:30,3/3/2020,-2.10,-8.17,-0.20,-2.10
19508,3/3/2020 17:45,3/3/2020,-2.10,-8.17,-0.20,-2.10
19509,3/3/2020 18:00,3/3/2020,-2.10,-8.17,-0.20,-2.10
19510,3/3/2020 18:15,3/3/2020,-2.10,-8.17,-0.20,-2.10
19511,3/3/2020 18:30,3/3/2020,-2.10,-8.17,-0.20,-2.10
19512,3/3/2020 18:45,3/3/2020,-2.10,-8.17,-0.20,-2.10
19513,3/3/2020 19:00,3/3/2020,-2.10,-8.17,-0.20,-2.10
19514,3/3/2020 19:15,3/3/2020,-2.10,-8.17,-0.20,-2.13
19515,3/3/2020 19:30,3/3/2020,-2.10,-8.17,-0.20,-2.13
19516,3/3/2020 19:45,3/3/2020,-2.10,-8.17,-0.20,-2.13
19517,3/3/2020 20:00,3/3/2020,-2.13,-8.17,-0.20,-2.13
19518,3/3/2020 20:15,3/3/2020,-2.13,-8.17,-0.20,-2.13
19519,3/3/2020 20:30,3/3/2020,-2.10,-8.17,-0.20,-2.13
19520,3/3/2020 20:45,3/3/2020,-2.10,-8.17,-0.20,-2.13
19521,3/3/2020 21:00,3/3/2020,-2.10,-8.17,-0.20,-2.13
19522,3/3/2020 21:15,3/3/2020,-2.10,-8.17,-0.20,-2.13
19523,3/3/2020 21:30,3/3/2020,-2.10,-8.17,-0.20,-2.13
19524,3/3/2020 21:45,3/3/2020,-2.10,-8.17,-0.20,-2.13
19525,3/3/2020 22:00,3/3/2020,-2.10,-8.17,-0.20,-2.13
19526,3/3/2020 22:15,3/3/2020,-2.10,-8.17,-0.20,-2.13
19527,3/3/2020 22:30,3/3/2020,-2.10,-8.17,-0.20,-2.16
19528,3/3/2020 22:45,3/3/2020,-2.10,-8.17,-0.20,-2.16
19529,3/3/2020 23:00,3/3/2020,-2.10,-8.17,-0.20,-2.13
19530,3/3/2020 23:15,3/3/2020,-2.10,-8.17,-0.20,-2.13
19531,3/3/2020 23:30,3/3/2020,-2.10,-8.17,-0.20,-2.13
19532,3/3/2020 23:45,3/3/2020,-2.10,-8.17,-0.20,-2.13
19533,3/4/2020 0:00,3/4/2020,-2.10,-8.17,-0.20,-2.13
19534,3/4/2020 0:15,3/4/2020,-2.10,-8.17,-0.20,-2.13
19535,3/4/2020 0:30,3/4/2020,-2.10,-8.17,-0.20,-2.16
19536,3/4/2020 0:45,3/4/2020,-2.10,-8.17,-0.20,-2.16
19537,3/4/2020 1:00,3/4/2020,-2.10,-8.17,-0.20,-2.16
19538,3/4/2020 1:15,3/4/2020,-2.10,-8.17,-0.20,-2.16
19539,3/4/2020 1:30,3/4/2020,-2.10,-8.17,-0.20,-2.16
19540,3/4/2020 1:45,3/4/2020,-2.10,-8.17,-0.20,-2.16
19541,3/4/2020 2:00,3/4/2020,-2.10,-8.17,-0.20,-2.16
19542,3/4/2020 2:15,3/4/2020,-2.10,-8.17,-0.20,-2.16
19543,3/4/2020 2:30,3/4/2020,-2.10,-8.17,-0.20,-2.16
19544,3/4/2020 2:45,3/4/2020,-2.10,-8.17,-0.20,-2.16
19545,3/4/2020 3:00,3/4/2020,-2.10,-8.17,-0.20,-2.16
19546,3/4/2020 3:15,3/4/2020,-2.10,-8.17,-0.20,-2.16
19547,3/4/2020 3:30,3/4/2020,-2.10,-8.17,-0.20,-2.19
19548,3/4/2020 3:45,3/4/2020,-2.10,-8.17,-0.20,-2.16
19549,3/4/2020 4:00,3/4/2020,-2.10,-8.17,-0.20,-2.16
19550,3/4/2020 4:15,3/4/2020,-2.10,-8.17,-0.20,-2.19
19551,3/4/2020 4:30,3/4/2020,-2.10,-8.17,-0.20,-2.19
19552,3/4/2020 4:45,3/4/2020,-2.10,-8.17,-0.20,-2.19
19553,3/4/2020 5:00,3/4/2020,-2.10,-8.17,-0.20,-2.19
19554,3/4/2020 5:15,3/4/2020,-2.10,-8.17,-0.20,-2.19
19555,3/4/2020 5:30,3/4/2020,-2.10,-8.17,-0.20,-2.19
19556,3/4/2020 5:45,3/4/2020,-2.10,-8.17,-0.20,-2.19
19557,3/4/2020 6:00,3/4/2020,-2.10,-8.17,-0.20,-2.19
19558,3/4/2020 6:15,3/4/2020,-2.10,-8.17,-0.20,-2.19
19559,3/4/2020 6:30,3/4/2020,-2.10,-8.17,-0.20,-2.19
19560,3/4/2020 6:45,3/4/2020,-2.10,-8.17,-0.20,-2.19
19561,3/4/2020 7:00,3/4/2020,-2.07,-8.17,-0.20,-2.19
19562,3/4/2020 7:15,3/4/2020,-2.07,-8.17,-0.20,-2.19
19563,3/4/2020 7:30,3/4/2020,-2.07,-8.17,-0.20,-2.19
19564,3/4/2020 7:45,3/4/2020,-2.07,-8.17,-0.20,-2.19
19565,3/4/2020 8:00,3/4/2020,-2.07,-8.17,-0.20,-2.19
19566,3/4/2020 8:15,3/4/2020,-2.07,-8.17,-0.20,-2.19
19567,3/4/2020 8:30,3/4/2020,-2.07,-8.17,-0.20,-2.22
19568,3/4/2020 8:45,3/4/2020,-2.07,-8.17,-0.20,-2.22
19569,3/4/2020 9:00,3/4/2020,-2.07,-8.17,-0.20,-2.22
19570,3/4/2020 9:15,3/4/2020,-2.07,-8.17,-0.20,-2.22
19571,3/4/2020 9:30,3/4/2020,-2.07,-8.17,-0.20,-2.22
19572,3/4/2020 9:45,3/4/2020,-2.07,-8.17,-0.20,-2.22
19573,3/4/2020 10:00,3/4/2020,-2.07,-8.17,-0.20,-2.22
19574,3/4/2020 10:15,3/4/2020,-2.07,-8.17,-0.20,-2.22
19575,3/4/2020 10:30,3/4/2020,-2.07,-8.17,-0.20,-2.22
19576,3/4/2020 10:45,3/4/2020,-2.07,-8.17,-0.20,-2.25
19577,3/4/2020 11:00,3/4/2020,-2.07,-8.17,-0.20,-2.25
19578,3/4/2020 11:15,3/4/2020,-2.07,-8.17,-0.20,-2.25
19579,3/4/2020 11:30,3/4/2020,-2.07,-8.17,-0.20,-2.25
19580,3/4/2020 11:45,3/4/2020,-2.07,-8.17,-0.20,-2.25
19581,3/4/2020 12:00,3/4/2020,-2.07,-8.20,-0.20,-2.25
19582,3/4/2020 12:15,3/4/2020,-2.07,-8.20,-0.20,-2.25
19583,3/4/2020 12:30,3/4/2020,-2.07,-8.17,-0.20,-2.25
19584,3/4/2020 12:45,3/4/2020,-2.07,-8.17,-0.23,-2.25
19585,3/4/2020 13:00,3/4/2020,-2.07,-8.20,-0.23,-2.25
19586,3/4/2020 13:15,3/4/2020,-2.07,-8.20,-0.23,-2.25
19587,3/4/2020 13:30,3/4/2020,-2.07,-8.20,-0.23,-2.25
19588,3/4/2020 13:45,3/4/2020,-2.07,-8.20,-0.23,-2.25
19589,3/4/2020 14:00,3/4/2020,-2.07,-8.20,-0.23,-2.25
19590,3/4/2020 14:15,3/4/2020,-2.07,-8.20,-0.23,-2.25
19591,3/4/2020 14:30,3/4/2020,-2.07,-8.20,-0.23,-2.28
19592,3/4/2020 14:45,3/4/2020,-2.07,-8.20,-0.23,-2.28
19593,3/4/2020 15:00,3/4/2020,-2.07,-8.20,-0.23,-2.28
19594,3/4/2020 15:15,3/4/2020,-2.07,-8.20,-0.23,-2.28
19595,3/4/2020 15:30,3/4/2020,-2.07,-8.20,-0.23,-2.28
19596,3/4/2020 15:45,3/4/2020,-2.07,-8.20,-0.23,-2.28
19597,3/4/2020 16:00,3/4/2020,-2.07,-8.20,-0.23,-2.28
19598,3/4/2020 16:15,3/4/2020,-2.07,-8.20,-0.23,-2.28
19599,3/4/2020 16:30,3/4/2020,-2.07,-8.20,-0.23,-2.28
19600,3/4/2020 16:45,3/4/2020,-2.07,-8.20,-0.23,-2.28
19601,3/4/2020 17:00,3/4/2020,-2.07,-8.20,-0.20,-2.28
19602,3/4/2020 17:15,3/4/2020,-2.07,-8.20,-0.23,-2.28
19603,3/4/2020 17:30,3/4/2020,-2.07,-8.20,-0.23,-2.28
19604,3/4/2020 17:45,3/4/2020,-2.10,-8.20,-0.23,-2.28
19605,3/4/2020 18:00,3/4/2020,-2.10,-8.20,-0.23,-2.28
19606,3/4/2020 18:15,3/4/2020,-2.10,-8.20,-0.20,-2.28
19607,3/4/2020 18:30,3/4/2020,-2.10,-8.20,-0.20,-2.28
19608,3/4/2020 18:45,3/4/2020,-2.10,-8.20,-0.20,-2.31
19609,3/4/2020 19:00,3/4/2020,-2.10,-8.20,-0.20,-2.31
19610,3/4/2020 19:15,3/4/2020,-2.10,-8.20,-0.20,-2.31
19611,3/4/2020 19:30,3/4/2020,-2.10,-8.20,-0.20,-2.31
19612,3/4/2020 19:45,3/4/2020,-2.10,-8.20,-0.20,-2.31
19613,3/4/2020 20:00,3/4/2020,-2.10,-8.20,-0.20,-2.31
19614,3/4/2020 20:15,3/4/2020,-2.07,-8.20,-0.20,-2.31
19615,3/4/2020 20:30,3/4/2020,-2.10,-8.20,-0.20,-2.31
