number,DateTime,Date,Site6,Site5,Site3,Site2
6739,10/22/2019 17:30,10/22/2019,-5.42,-7.45,-0.42,-2.42
6740,10/22/2019 17:45,10/22/2019,-5.42,-7.41,-0.40,-2.42
6741,10/22/2019 18:00,10/22/2019,-5.42,-7.35,-0.40,-2.39
6742,10/22/2019 18:15,10/22/2019,-5.42,-7.35,-0.37,-2.39
6743,10/22/2019 18:30,10/22/2019,-5.42,-7.32,-0.34,-2.39
6744,10/22/2019 18:45,10/22/2019,-5.42,-7.25,-0.34,-2.39
6745,10/22/2019 19:00,10/22/2019,-5.42,-7.22,-0.34,-2.39
6746,10/22/2019 19:15,10/22/2019,-5.42,-7.19,-0.31,-2.36
6747,10/22/2019 19:30,10/22/2019,-5.42,-7.16,-0.31,-2.36
6748,10/22/2019 19:45,10/22/2019,-5.42,-7.19,-0.28,-2.36
6749,10/22/2019 20:00,10/22/2019,-5.42,-7.12,-0.28,-2.36
6750,10/22/2019 20:15,10/22/2019,-5.42,-7.16,-0.26,-2.36
6751,10/22/2019 20:30,10/22/2019,-5.42,-7.06,-0.26,-2.36
6752,10/22/2019 20:45,10/22/2019,-5.42,-7.06,-0.23,-2.36
6753,10/22/2019 21:00,10/22/2019,-5.42,-7.06,-0.23,-2.36
6754,10/22/2019 21:15,10/22/2019,-5.42,-7.03,-0.23,-2.36
6755,10/22/2019 21:30,10/22/2019,-5.42,-7.03,-0.23,-2.36
6756,10/22/2019 21:45,10/22/2019,-5.42,-6.99,-0.20,-2.36
6757,10/22/2019 22:00,10/22/2019,-5.42,-6.93,-0.20,-2.33
6758,10/22/2019 22:15,10/22/2019,-5.42,-6.93,-0.20,-2.33
6759,10/22/2019 22:30,10/22/2019,-5.42,-6.87,-0.20,-2.33
6760,10/22/2019 22:45,10/22/2019,-5.42,-6.87,-0.17,-2.33
6761,10/22/2019 23:00,10/22/2019,-5.42,-6.77,-0.17,-2.33
6762,10/22/2019 23:15,10/22/2019,-5.42,-6.77,-0.17,-2.33
6763,10/22/2019 23:30,10/22/2019,-5.42,-6.74,-0.17,-2.33
6764,10/22/2019 23:45,10/22/2019,-5.42,-6.74,-0.17,-2.31
6765,10/23/2019 0:00,10/23/2019,-5.42,-6.71,-0.14,-2.31
6766,10/23/2019 0:15,10/23/2019,-5.42,-6.71,-0.14,-2.31
6767,10/23/2019 0:30,10/23/2019,-5.42,-6.67,-0.14,-2.31
6768,10/23/2019 0:45,10/23/2019,-5.42,-6.71,-0.14,-2.31
6769,10/23/2019 1:00,10/23/2019,-5.42,-6.67,-0.14,-2.31
6770,10/23/2019 1:15,10/23/2019,-5.42,-6.64,-0.12,-2.28
6771,10/23/2019 1:30,10/23/2019,-5.42,-6.61,-0.12,-2.28
6772,10/23/2019 1:45,10/23/2019,-5.42,-6.61,-0.12,-2.28
6773,10/23/2019 2:00,10/23/2019,-5.42,-6.61,-0.12,-2.28
6774,10/23/2019 2:15,10/23/2019,-5.42,-6.58,-0.12,-2.28
6775,10/23/2019 2:30,10/23/2019,-5.42,-6.58,-0.12,-2.28
6776,10/23/2019 2:45,10/23/2019,-5.42,-6.61,-0.12,-2.28
6777,10/23/2019 3:00,10/23/2019,-5.42,-6.52,-0.09,-2.28
6778,10/23/2019 3:15,10/23/2019,-5.42,-6.55,-0.09,-2.25
6779,10/23/2019 3:30,10/23/2019,-5.42,-6.55,-0.09,-2.28
6780,10/23/2019 3:45,10/23/2019,-5.42,-6.55,-0.09,-2.25
6781,10/23/2019 4:00,10/23/2019,-5.42,-6.52,-0.09,-2.28
6782,10/23/2019 4:15,10/23/2019,-5.42,-6.52,-0.09,-2.25
6783,10/23/2019 4:30,10/23/2019,-5.42,-6.52,-0.09,-2.25
6784,10/23/2019 4:45,10/23/2019,-5.42,-6.48,-0.09,-2.25
6785,10/23/2019 5:00,10/23/2019,-5.42,-6.48,-0.09,-2.25
6786,10/23/2019 5:15,10/23/2019,-5.45,-6.52,-0.06,-2.25
6787,10/23/2019 5:30,10/23/2019,-5.42,-6.52,-0.06,-2.25
6788,10/23/2019 5:45,10/23/2019,-5.42,-6.52,-0.06,-2.25
6789,10/23/2019 6:00,10/23/2019,-5.42,-6.48,-0.06,-2.22
6790,10/23/2019 6:15,10/23/2019,-5.42,-6.48,-0.06,-2.22
6791,10/23/2019 6:30,10/23/2019,-5.42,-6.52,-0.06,-2.22
6792,10/23/2019 6:45,10/23/2019,-5.42,-6.52,-0.06,-2.22
6793,10/23/2019 7:00,10/23/2019,-5.42,-6.52,-0.06,-2.22
6794,10/23/2019 7:15,10/23/2019,-5.42,-6.52,-0.06,-2.22
6795,10/23/2019 7:30,10/23/2019,-5.42,-6.52,-0.06,-2.22
6796,10/23/2019 7:45,10/23/2019,-5.42,-6.52,-0.06,-2.22
6797,10/23/2019 8:00,10/23/2019,-5.42,-6.52,-0.06,-2.22
6798,10/23/2019 8:15,10/23/2019,-5.42,-6.52,-0.06,-2.22
6799,10/23/2019 8:30,10/23/2019,-5.42,-6.52,-0.03,-2.22
6800,10/23/2019 8:45,10/23/2019,-5.42,-6.48,-0.03,-2.19
6801,10/23/2019 9:00,10/23/2019,-5.42,-6.52,-0.03,-2.19
6802,10/23/2019 9:15,10/23/2019,-5.42,-6.52,-0.03,-2.19
6803,10/23/2019 9:30,10/23/2019,-5.42,-6.52,-0.03,-2.16
6804,10/23/2019 9:45,10/23/2019,-5.42,-6.52,-0.03,-2.16
6805,10/23/2019 10:00,10/23/2019,-5.42,-6.52,-0.03,-2.16
6806,10/23/2019 10:15,10/23/2019,-5.42,-6.52,-0.03,-2.16
6807,10/23/2019 10:30,10/23/2019,-5.39,-6.55,-0.03,-2.16
6808,10/23/2019 10:45,10/23/2019,-5.39,-6.52,-0.03,-2.13
6809,10/23/2019 11:00,10/23/2019,-5.39,-6.52,0.00,-2.13
6810,10/23/2019 11:15,10/23/2019,-5.39,-6.52,0.00,-2.13
6811,10/23/2019 11:30,10/23/2019,-5.39,-6.48,0.00,-2.13
6812,10/23/2019 11:45,10/23/2019,-5.39,-6.52,-0.03,-2.13
6813,10/23/2019 12:00,10/23/2019,-5.42,-6.52,-0.03,-2.10
6814,10/23/2019 12:15,10/23/2019,-5.42,-6.52,-0.03,-2.10
6815,10/23/2019 12:30,10/23/2019,-5.42,-6.52,0.00,-2.10
6816,10/23/2019 12:45,10/23/2019,-5.42,-6.52,0.00,-2.10
6817,10/23/2019 13:00,10/23/2019,-5.42,-6.52,0.00,-2.10
6818,10/23/2019 13:15,10/23/2019,-5.42,-6.55,0.00,-2.10
6819,10/23/2019 13:30,10/23/2019,-5.42,-6.55,0.00,-2.10
6820,10/23/2019 13:45,10/23/2019,-5.39,-6.55,0.00,-2.10
6821,10/23/2019 14:00,10/23/2019,-5.39,-6.55,0.00,-2.10
6822,10/23/2019 14:15,10/23/2019,-5.39,-6.55,0.00,-2.07
6823,10/23/2019 14:30,10/23/2019,-5.39,-6.55,0.00,-2.07
6824,10/23/2019 14:45,10/23/2019,-5.39,-6.55,0.00,-2.07
6825,10/23/2019 15:00,10/23/2019,-5.39,-6.58,0.00,-2.07
6826,10/23/2019 15:15,10/23/2019,-5.39,-6.58,0.00,-2.07
6827,10/23/2019 15:30,10/23/2019,-5.36,-6.58,0.00,-2.07
6828,10/23/2019 15:45,10/23/2019,-5.36,-6.58,0.00,-2.04
6829,10/23/2019 16:00,10/23/2019,-5.36,-6.61,0.00,-2.04
6830,10/23/2019 16:15,10/23/2019,-5.36,-6.61,0.00,-2.04
6831,10/23/2019 16:30,10/23/2019,-5.36,-6.61,0.02,-2.04
6832,10/23/2019 16:45,10/23/2019,-5.36,-6.61,0.02,-2.04
6833,10/23/2019 17:00,10/23/2019,-5.36,-6.61,0.02,-2.04
6834,10/23/2019 17:15,10/23/2019,-5.36,-6.61,0.02,-2.04
6835,10/23/2019 17:30,10/23/2019,-5.36,-6.64,0.02,-2.02
6836,10/23/2019 17:45,10/23/2019,-5.36,-6.64,0.02,-2.02
6837,10/23/2019 18:00,10/23/2019,-5.33,-6.64,0.02,-2.02
6838,10/23/2019 18:15,10/23/2019,-5.36,-6.64,0.02,-2.02
6839,10/23/2019 18:30,10/23/2019,-5.33,-6.64,0.02,-2.02
6840,10/23/2019 18:45,10/23/2019,-5.33,-6.67,0.05,-1.99
6841,10/23/2019 19:00,10/23/2019,-5.33,-6.67,0.05,-1.99
6842,10/23/2019 19:15,10/23/2019,-5.33,-6.67,0.05,-1.99
6843,10/23/2019 19:30,10/23/2019,-5.33,-6.71,0.05,-1.99
6844,10/23/2019 19:45,10/23/2019,-5.33,-6.71,0.05,-1.99
6845,10/23/2019 20:00,10/23/2019,-5.33,-6.74,0.05,-1.99
6846,10/23/2019 20:15,10/23/2019,-5.33,-6.74,0.05,-1.99
6847,10/23/2019 20:30,10/23/2019,-5.33,-6.77,0.05,-1.96
6848,10/23/2019 20:45,10/23/2019,-5.33,-6.77,0.05,-1.96
6849,10/23/2019 21:00,10/23/2019,-5.33,-6.80,0.05,-1.96
6850,10/23/2019 21:15,10/23/2019,-5.33,-6.80,0.05,-1.96
6851,10/23/2019 21:30,10/23/2019,-5.33,-6.87,0.05,-1.96
6852,10/23/2019 21:45,10/23/2019,-5.33,-6.90,0.05,-1.96
6853,10/23/2019 22:00,10/23/2019,-5.33,-6.93,0.05,-1.96
6854,10/23/2019 22:15,10/23/2019,-5.33,-6.96,0.08,-1.93
6855,10/23/2019 22:30,10/23/2019,-5.33,-7.06,0.08,-1.93
6856,10/23/2019 22:45,10/23/2019,-5.33,-7.09,0.08,-1.93
6857,10/23/2019 23:00,10/23/2019,-5.30,-7.09,0.08,-1.93
6858,10/23/2019 23:15,10/23/2019,-5.30,-7.16,0.08,-1.93
6859,10/23/2019 23:30,10/23/2019,-5.30,-7.25,0.08,-1.93
6860,10/23/2019 23:45,10/23/2019,-5.30,-7.28,0.08,-1.93
6861,10/24/2019 0:00,10/24/2019,-5.30,-7.35,0.08,-1.90
6862,10/24/2019 0:15,10/24/2019,-5.30,-7.35,0.08,-1.90
6863,10/24/2019 0:30,10/24/2019,-5.30,-7.41,0.08,-1.90
6864,10/24/2019 0:45,10/24/2019,-5.30,-7.51,0.08,-1.90
6865,10/24/2019 1:00,10/24/2019,-5.30,-7.58,0.08,-1.87
6866,10/24/2019 1:15,10/24/2019,-5.30,-7.61,0.08,-1.87
6867,10/24/2019 1:30,10/24/2019,-5.30,-7.74,0.08,-1.87
6868,10/24/2019 1:45,10/24/2019,-5.30,-7.80,0.08,-1.87
6869,10/24/2019 2:00,10/24/2019,-5.30,-7.90,0.08,-1.84
6870,10/24/2019 2:15,10/24/2019,-5.30,-7.90,0.08,-1.84
6871,10/24/2019 2:30,10/24/2019,-5.30,-7.80,0.08,-1.84
6872,10/24/2019 2:45,10/24/2019,-5.30,-7.71,0.11,-1.84
6873,10/24/2019 3:00,10/24/2019,-5.26,-7.67,0.11,-1.84
6874,10/24/2019 3:15,10/24/2019,-5.30,-7.64,0.11,-1.84
6875,10/24/2019 3:30,10/24/2019,-5.30,-7.64,0.11,-1.84
6876,10/24/2019 3:45,10/24/2019,-5.26,-7.67,0.11,-1.84
6877,10/24/2019 4:00,10/24/2019,-5.30,-7.74,0.11,-1.84
6878,10/24/2019 4:15,10/24/2019,-5.30,-7.77,0.11,-1.84
6879,10/24/2019 4:30,10/24/2019,-5.30,-7.74,0.11,-1.81
6880,10/24/2019 4:45,10/24/2019,-5.26,-7.77,0.11,-1.81
6881,10/24/2019 5:00,10/24/2019,-5.26,-7.77,0.11,-1.81
6882,10/24/2019 5:15,10/24/2019,-5.26,-7.77,0.11,-1.81
6883,10/24/2019 5:30,10/24/2019,-5.26,-7.77,0.11,-1.81
6884,10/24/2019 5:45,10/24/2019,-5.26,-7.77,0.11,-1.81
6885,10/24/2019 6:00,10/24/2019,-5.26,-7.80,0.11,-1.81
6886,10/24/2019 6:15,10/24/2019,-5.26,-7.80,0.11,-1.79
6887,10/24/2019 6:30,10/24/2019,-5.26,-7.84,0.14,-1.79
6888,10/24/2019 6:45,10/24/2019,-5.30,-7.84,0.14,-1.79
6889,10/24/2019 7:00,10/24/2019,-5.26,-7.84,0.14,-1.79
6890,10/24/2019 7:15,10/24/2019,-5.26,-7.87,0.14,-1.79
6891,10/24/2019 7:30,10/24/2019,-5.26,-7.87,0.14,-1.79
6892,10/24/2019 7:45,10/24/2019,-5.26,-7.90,0.14,-1.79
6893,10/24/2019 8:00,10/24/2019,-5.26,-7.87,0.14,-1.79
6894,10/24/2019 8:15,10/24/2019,-5.26,-7.90,0.14,-1.79
6895,10/24/2019 8:30,10/24/2019,-5.26,-7.90,0.14,-1.79
6896,10/24/2019 8:45,10/24/2019,-5.26,-7.87,0.14,-1.76
6897,10/24/2019 9:00,10/24/2019,-5.26,-7.90,0.14,-1.76
6898,10/24/2019 9:15,10/24/2019,-5.26,-7.90,0.14,-1.76
6899,10/24/2019 9:30,10/24/2019,-5.26,-7.94,0.14,-1.76
6900,10/24/2019 9:45,10/24/2019,-5.26,-7.90,0.14,-1.76
6901,10/24/2019 10:00,10/24/2019,-5.26,-7.94,0.14,-1.76
6902,10/24/2019 10:15,10/24/2019,-5.26,-7.97,0.14,-1.76
6903,10/24/2019 10:30,10/24/2019,-5.26,-8.00,0.16,-1.76
6904,10/24/2019 10:45,10/24/2019,-5.26,-8.03,0.16,-1.76
6905,10/24/2019 11:00,10/24/2019,-5.26,-8.03,0.16,-1.76
6906,10/24/2019 11:15,10/24/2019,-5.26,-8.07,0.16,-1.76
6907,10/24/2019 11:30,10/24/2019,-5.26,-8.17,0.16,-1.73
6908,10/24/2019 11:45,10/24/2019,-5.26,-8.20,0.16,-1.73
6909,10/24/2019 12:00,10/24/2019,-5.26,-8.23,0.16,-1.73
6910,10/24/2019 12:15,10/24/2019,-5.26,-8.26,0.16,-1.73
6911,10/24/2019 12:30,10/24/2019,-5.26,-8.33,0.16,-1.73
6912,10/24/2019 12:45,10/24/2019,-5.26,-8.36,0.14,-1.73
6913,10/24/2019 13:00,10/24/2019,-5.23,-8.43,0.14,-1.73
6914,10/24/2019 13:15,10/24/2019,-5.23,-8.46,0.14,-1.73
6915,10/24/2019 13:30,10/24/2019,-5.23,-8.50,0.14,-1.73
6916,10/24/2019 13:45,10/24/2019,-5.23,-8.50,0.14,-1.73
6917,10/24/2019 14:00,10/24/2019,-5.23,-8.53,0.14,-1.70
6918,10/24/2019 14:15,10/24/2019,-5.23,-8.53,0.14,-1.73
6919,10/24/2019 14:30,10/24/2019,-5.23,-8.53,0.14,-1.70
6920,10/24/2019 14:45,10/24/2019,-5.23,-8.53,0.14,-1.73
6921,10/24/2019 15:00,10/24/2019,-5.23,-8.50,0.16,-1.70
6922,10/24/2019 15:15,10/24/2019,-5.23,-8.46,0.16,-1.70
6923,10/24/2019 15:30,10/24/2019,-5.23,-8.50,0.16,-1.70
6924,10/24/2019 15:45,10/24/2019,-5.23,-8.53,0.14,-1.70
6925,10/24/2019 16:00,10/24/2019,-5.23,-8.53,0.14,-1.70
6926,10/24/2019 16:15,10/24/2019,-5.20,-8.53,0.16,-1.70
6927,10/24/2019 16:30,10/24/2019,-5.20,-8.50,0.16,-1.70
6928,10/24/2019 16:45,10/24/2019,-5.20,-8.50,0.16,-1.70
6929,10/24/2019 17:00,10/24/2019,-5.20,-8.46,0.16,-1.70
6930,10/24/2019 17:15,10/24/2019,-5.20,-8.46,0.16,-1.70
6931,10/24/2019 17:30,10/24/2019,-5.20,-8.43,0.19,-1.70
6932,10/24/2019 17:45,10/24/2019,-5.20,-8.40,0.16,-1.70
6933,10/24/2019 18:00,10/24/2019,-5.20,-8.40,0.19,-1.70
6934,10/24/2019 18:15,10/24/2019,-5.20,-8.40,0.19,-1.70
6935,10/24/2019 18:30,10/24/2019,-5.20,-8.43,0.19,-1.70
6936,10/24/2019 18:45,10/24/2019,-5.20,-8.40,0.19,-1.70
6937,10/24/2019 19:00,10/24/2019,-5.20,-8.40,0.19,-1.70
6938,10/24/2019 19:15,10/24/2019,-5.20,-8.40,0.19,-1.67
6939,10/24/2019 19:30,10/24/2019,-5.20,-8.40,0.22,-1.67
6940,10/24/2019 19:45,10/24/2019,-5.20,-8.40,0.22,-1.67
6941,10/24/2019 20:00,10/24/2019,-5.20,-8.40,0.22,-1.67
6942,10/24/2019 20:15,10/24/2019,-5.20,-8.40,0.22,-1.67
6943,10/24/2019 20:30,10/24/2019,-5.20,-8.36,0.22,-1.67
6944,10/24/2019 20:45,10/24/2019,-5.20,-8.36,0.22,-1.67
6945,10/24/2019 21:00,10/24/2019,-5.20,-8.36,0.22,-1.67
6946,10/24/2019 21:15,10/24/2019,-5.20,-8.36,0.22,-1.67
6947,10/24/2019 21:30,10/24/2019,-5.20,-8.40,0.25,-1.67
6948,10/24/2019 21:45,10/24/2019,-5.20,-8.40,0.25,-1.67
6949,10/24/2019 22:00,10/24/2019,-5.20,-8.40,0.25,-1.67
6950,10/24/2019 22:15,10/24/2019,-5.20,-8.43,0.25,-1.67
6951,10/24/2019 22:30,10/24/2019,-5.20,-8.43,0.25,-1.67
6952,10/24/2019 22:45,10/24/2019,-5.20,-8.43,0.27,-1.67
6953,10/24/2019 23:00,10/24/2019,-5.20,-8.43,0.27,-1.67
6954,10/24/2019 23:15,10/24/2019,-5.20,-8.43,0.27,-1.67
6955,10/24/2019 23:30,10/24/2019,-5.17,-8.43,0.27,-1.64
6956,10/24/2019 23:45,10/24/2019,-5.17,-8.46,0.27,-1.67
6957,10/25/2019 0:00,10/25/2019,-5.17,-8.46,0.27,-1.67
6958,10/25/2019 0:15,10/25/2019,-5.17,-8.53,0.27,-1.67
6959,10/25/2019 0:30,10/25/2019,-5.17,-8.53,0.30,-1.64
6960,10/25/2019 0:45,10/25/2019,-5.17,-8.53,0.30,-1.64
6961,10/25/2019 1:00,10/25/2019,-5.17,-8.53,0.30,-1.64
6962,10/25/2019 1:15,10/25/2019,-5.17,-8.53,0.30,-1.64
6963,10/25/2019 1:30,10/25/2019,-5.17,-8.53,0.30,-1.64
6964,10/25/2019 1:45,10/25/2019,-5.17,-8.56,0.30,-1.64
6965,10/25/2019 2:00,10/25/2019,-5.17,-8.56,0.30,-1.64
6966,10/25/2019 2:15,10/25/2019,-5.17,-8.60,0.27,-1.64
6967,10/25/2019 2:30,10/25/2019,-5.17,-8.60,0.30,-1.64
6968,10/25/2019 2:45,10/25/2019,-5.14,-8.63,0.30,-1.64
6969,10/25/2019 3:00,10/25/2019,-5.17,-8.63,0.30,-1.64
6970,10/25/2019 3:15,10/25/2019,-5.14,-8.63,0.30,-1.64
6971,10/25/2019 3:30,10/25/2019,-5.17,-8.63,0.33,-1.64
6972,10/25/2019 3:45,10/25/2019,-5.14,-8.63,0.33,-1.64
6973,10/25/2019 4:00,10/25/2019,-5.14,-8.63,0.30,-1.64
6974,10/25/2019 4:15,10/25/2019,-5.14,-8.66,0.33,-1.64
6975,10/25/2019 4:30,10/25/2019,-5.14,-8.70,0.33,-1.64
6976,10/25/2019 4:45,10/25/2019,-5.14,-8.70,0.33,-1.64
6977,10/25/2019 5:00,10/25/2019,-5.14,-8.70,0.33,-1.64
6978,10/25/2019 5:15,10/25/2019,-5.14,-8.73,0.33,-1.64
6979,10/25/2019 5:30,10/25/2019,-5.14,-8.73,0.36,-1.64
6980,10/25/2019 5:45,10/25/2019,-5.14,-8.73,0.36,-1.64
6981,10/25/2019 6:00,10/25/2019,-5.14,-8.73,0.36,-1.64
6982,10/25/2019 6:15,10/25/2019,-5.14,-8.76,0.36,-1.64
6983,10/25/2019 6:30,10/25/2019,-5.14,-8.73,0.36,-1.64
6984,10/25/2019 6:45,10/25/2019,-5.11,-8.73,0.36,-1.64
6985,10/25/2019 7:00,10/25/2019,-5.11,-8.73,0.38,-1.64
6986,10/25/2019 7:15,10/25/2019,-5.11,-8.73,0.38,-1.64
6987,10/25/2019 7:30,10/25/2019,-5.11,-8.73,0.38,-1.64
6988,10/25/2019 7:45,10/25/2019,-5.11,-8.73,0.38,-1.64
6989,10/25/2019 8:00,10/25/2019,-5.11,-8.73,0.38,-1.64
6990,10/25/2019 8:15,10/25/2019,-5.11,-8.73,0.38,-1.64
6991,10/25/2019 8:30,10/25/2019,-5.11,-8.73,0.38,-1.64
6992,10/25/2019 8:45,10/25/2019,-5.11,-8.73,0.38,-1.64
6993,10/25/2019 9:00,10/25/2019,-5.11,-8.73,0.38,-1.64
6994,10/25/2019 9:15,10/25/2019,-5.11,-8.73,0.41,-1.64
6995,10/25/2019 9:30,10/25/2019,-5.11,-8.73,0.38,-1.64
6996,10/25/2019 9:45,10/25/2019,-5.08,-8.73,0.41,-1.64
6997,10/25/2019 10:00,10/25/2019,-5.08,-8.73,0.41,-1.64
6998,10/25/2019 10:15,10/25/2019,-5.08,-8.70,0.47,-1.64
6999,10/25/2019 10:30,10/25/2019,-5.08,-8.70,0.50,-1.64
7000,10/25/2019 10:45,10/25/2019,-5.08,-8.70,0.50,-1.64
7001,10/25/2019 11:00,10/25/2019,-5.08,-8.70,0.47,-1.64
7002,10/25/2019 11:15,10/25/2019,-5.08,-8.70,0.47,-1.64
7003,10/25/2019 11:30,10/25/2019,-5.08,-8.70,0.47,-1.64
7004,10/25/2019 11:45,10/25/2019,-5.08,-8.70,0.47,-1.64
7005,10/25/2019 12:00,10/25/2019,-5.08,-8.66,0.47,-1.67
7006,10/25/2019 12:15,10/25/2019,-5.08,-8.66,0.50,-1.67
7007,10/25/2019 12:30,10/25/2019,-5.08,-8.66,0.50,-1.67
7008,10/25/2019 12:45,10/25/2019,-5.08,-8.66,0.44,-1.67
7009,10/25/2019 13:00,10/25/2019,-5.08,-8.63,0.47,-1.67
7010,10/25/2019 13:15,10/25/2019,-5.08,-8.63,0.47,-1.67
7011,10/25/2019 13:30,10/25/2019,-5.08,-8.63,0.44,-1.67
7012,10/25/2019 13:45,10/25/2019,-5.08,-8.60,0.47,-1.67
7013,10/25/2019 14:00,10/25/2019,-5.08,-8.60,0.47,-1.67
7014,10/25/2019 14:15,10/25/2019,-5.08,-8.60,0.47,-1.67
7015,10/25/2019 14:30,10/25/2019,-5.08,-8.60,0.52,-1.67
7016,10/25/2019 14:45,10/25/2019,-5.08,-8.56,0.50,-1.67
7017,10/25/2019 15:00,10/25/2019,-5.08,-8.56,0.47,-1.67
7018,10/25/2019 15:15,10/25/2019,-5.08,-8.53,0.50,-1.67
7019,10/25/2019 15:30,10/25/2019,-5.08,-8.53,0.47,-1.67
7020,10/25/2019 15:45,10/25/2019,-5.08,-8.50,0.50,-1.67
7021,10/25/2019 16:00,10/25/2019,-5.08,-8.50,0.50,-1.67
7022,10/25/2019 16:15,10/25/2019,-5.08,-8.46,0.55,-1.67
7023,10/25/2019 16:30,10/25/2019,-5.08,-8.46,0.61,-1.70
7024,10/25/2019 16:45,10/25/2019,-5.08,-8.43,0.55,-1.70
7025,10/25/2019 17:00,10/25/2019,-5.08,-8.43,0.55,-1.67
7026,10/25/2019 17:15,10/25/2019,-5.08,-8.40,0.50,-1.67
7027,10/25/2019 17:30,10/25/2019,-5.08,-8.40,0.52,-1.70
7028,10/25/2019 17:45,10/25/2019,-5.08,-8.36,0.55,-1.70
7029,10/25/2019 18:00,10/25/2019,-5.08,-8.36,0.55,-1.67
7030,10/25/2019 18:15,10/25/2019,-5.08,-8.33,0.58,-1.70
7031,10/25/2019 18:30,10/25/2019,-5.08,-8.33,0.55,-1.70
7032,10/25/2019 18:45,10/25/2019,-5.08,-8.30,0.52,-1.70
7033,10/25/2019 19:00,10/25/2019,-5.08,-8.30,0.52,-1.70
7034,10/25/2019 19:15,10/25/2019,-5.08,-8.30,0.52,-1.70
7035,10/25/2019 19:30,10/25/2019,-5.08,-8.26,0.52,-1.70
7036,10/25/2019 19:45,10/25/2019,-5.08,-8.26,0.55,-1.70
7037,10/25/2019 20:00,10/25/2019,-5.08,-8.26,0.55,-1.70
7038,10/25/2019 20:15,10/25/2019,-5.08,-8.23,0.55,-1.67
7039,10/25/2019 20:30,10/25/2019,-5.08,-8.23,0.61,-1.67
7040,10/25/2019 20:45,10/25/2019,-5.08,-8.20,0.55,-1.67
7041,10/25/2019 21:00,10/25/2019,-5.08,-8.20,0.55,-1.67
7042,10/25/2019 21:15,10/25/2019,-5.11,-8.17,0.61,-1.67
7043,10/25/2019 21:30,10/25/2019,-5.11,-8.17,0.63,-1.70
7044,10/25/2019 21:45,10/25/2019,-5.11,-8.13,0.63,-1.70
7045,10/25/2019 22:00,10/25/2019,-5.11,-8.13,0.63,-1.70
7046,10/25/2019 22:15,10/25/2019,-5.11,-8.10,0.66,-1.70
7047,10/25/2019 22:30,10/25/2019,-5.11,-8.10,0.69,-1.70
7048,10/25/2019 22:45,10/25/2019,-5.11,-8.07,0.69,-1.70
7049,10/25/2019 23:00,10/25/2019,-5.11,-8.07,0.72,-1.70
7050,10/25/2019 23:15,10/25/2019,-5.11,-8.03,0.72,-1.70
7051,10/25/2019 23:30,10/25/2019,-5.11,-8.03,0.72,-1.70
7052,10/25/2019 23:45,10/25/2019,-5.11,-8.00,0.72,-1.70
7053,10/26/2019 0:00,10/26/2019,-5.14,-8.00,0.72,-1.70
7054,10/26/2019 0:15,10/26/2019,-5.14,-7.97,0.72,-1.73
7055,10/26/2019 0:30,10/26/2019,-5.14,-7.97,0.74,-1.73
7056,10/26/2019 0:45,10/26/2019,-5.14,-7.97,0.72,-1.73
7057,10/26/2019 1:00,10/26/2019,-5.14,-7.97,0.72,-1.73
7058,10/26/2019 1:15,10/26/2019,-5.14,-7.94,0.69,-1.73
7059,10/26/2019 1:30,10/26/2019,-5.14,-7.94,0.69,-1.73
7060,10/26/2019 1:45,10/26/2019,-5.14,-7.94,0.72,-1.73
7061,10/26/2019 2:00,10/26/2019,-5.14,-7.90,0.69,-1.73
7062,10/26/2019 2:15,10/26/2019,-5.14,-7.90,0.72,-1.73
7063,10/26/2019 2:30,10/26/2019,-5.14,-7.90,0.72,-1.73
7064,10/26/2019 2:45,10/26/2019,-5.14,-7.90,0.72,-1.73
7065,10/26/2019 3:00,10/26/2019,-5.14,-7.90,0.69,-1.73
7066,10/26/2019 3:15,10/26/2019,-5.14,-7.90,0.69,-1.73
7067,10/26/2019 3:30,10/26/2019,-5.14,-7.87,0.69,-1.73
7068,10/26/2019 3:45,10/26/2019,-5.14,-7.87,0.72,-1.73
7069,10/26/2019 4:00,10/26/2019,-5.14,-7.87,0.69,-1.73
7070,10/26/2019 4:15,10/26/2019,-5.14,-7.87,0.66,-1.73
7071,10/26/2019 4:30,10/26/2019,-5.14,-7.87,0.66,-1.73
7072,10/26/2019 4:45,10/26/2019,-5.14,-7.84,0.69,-1.73
7073,10/26/2019 5:00,10/26/2019,-5.14,-7.84,0.69,-1.70
7074,10/26/2019 5:15,10/26/2019,-5.14,-7.84,0.72,-1.73
7075,10/26/2019 5:30,10/26/2019,-5.14,-7.84,0.72,-1.70
7076,10/26/2019 5:45,10/26/2019,-5.14,-7.84,0.72,-1.73
7077,10/26/2019 6:00,10/26/2019,-5.14,-7.80,0.72,-1.73
7078,10/26/2019 6:15,10/26/2019,-5.14,-7.80,0.66,-1.73
7079,10/26/2019 6:30,10/26/2019,-5.14,-7.80,0.63,-1.73
7080,10/26/2019 6:45,10/26/2019,-5.14,-7.80,0.61,-1.73
7081,10/26/2019 7:00,10/26/2019,-5.14,-7.80,0.63,-1.73
7082,10/26/2019 7:15,10/26/2019,-5.14,-7.80,0.63,-1.73
7083,10/26/2019 7:30,10/26/2019,-5.14,-7.80,0.63,-1.73
7084,10/26/2019 7:45,10/26/2019,-5.17,-7.80,0.61,-1.73
7085,10/26/2019 8:00,10/26/2019,-5.14,-7.80,0.61,-1.73
